FROM,TO,Work trips SOV,Work trips HOV,Work trips Transit,Non-work SOV,Non-work HOV,Non-work Transit,All SOV,All HOV,All Transit,Work trips All,Non-work All,All Trips
EGwinnett,SWCobb,4,1,0,0,1,0,4,2,0,5,1,6
EGwinnett,Marietta,51,11,0,19,44,2,70,55,2,62,65,127
EGwinnett,Cumberland,230,45,1,45,74,1,275,119,2,276,120,396
EGwinnett,SCobb,25,5,1,10,12,0,35,17,1,31,22,53
EGwinnett,Chamblee,656,154,1,161,329,15,817,483,16,811,505,1316
EGwinnett,NWDeKalb,375,81,1,107,457,11,482,538,12,457,575,1032
EGwinnett,NEDeKalb,916,170,0,285,967,2,1201,1137,2,1086,1254,2340
EGwinnett,Atlanta-DeKalb,25,4,0,10,73,0,35,77,0,29,83,112
EGwinnett,Decatur,61,12,2,22,85,4,83,97,6,75,111,186
EGwinnett,SWDeKalb,97,22,0,32,96,1,129,118,1,119,129,248
EGwinnett,SEDeKalb,258,47,0,106,443,0,364,490,0,305,549,854
EGwinnett,SDeKalb,140,27,0,64,121,1,204,148,1,167,186,353
EGwinnett,WDouglas,0,0,0,2,2,0,2,2,0,0,4,4
EGwinnett,EDouglas,8,3,0,1,16,0,9,19,0,11,17,28
EGwinnett,WFayette,1,0,0,1,1,0,2,1,0,1,2,3
EGwinnett,EFayette,2,2,0,3,18,0,5,20,0,4,21,25
EGwinnett,NGwinnett,5364,1061,0,5711,20011,0,11075,21072,0,6425,25722,32147
EGwinnett,CentGwinnett,8827,1690,27,9658,33835,43,18485,35525,70,10544,43536,54080
EGwinnett,EGwinnett,9583,1854,0,23733,79565,0,33316,81419,0,11437,103298,114735
EGwinnett,Norcross,1836,397,2,296,1181,2,2132,1578,4,2235,1479,3714
EGwinnett,Lilburn,794,150,0,473,1738,1,1267,1888,1,944,2212,3156
EGwinnett,Snellville,3086,654,0,5278,18304,0,8364,18958,0,3740,23582,27322
EGwinnett,NHenry,29,5,0,13,34,0,42,39,0,34,47,81
EGwinnett,EHenry,25,4,0,8,28,0,33,32,0,29,36,65
EGwinnett,SHenry,29,7,0,3,17,0,32,24,0,36,20,56
EGwinnett,SRockdale,90,12,0,18,83,0,108,95,0,102,101,203
EGwinnett,NRockdale,369,77,0,103,268,0,472,345,0,446,371,817
EGwinnett,NBarrow,1021,202,0,864,2760,0,1885,2962,0,1223,3624,4847
EGwinnett,SBarrow,1011,203,0,847,2704,0,1858,2907,0,1214,3551,4765
EGwinnett,NWBartow,0,0,0,0,0,0,0,0,0,0,0,0
EGwinnett,NEBartow,0,0,0,0,0,0,0,0,0,0,0,0
EGwinnett,SWBartow,0,0,0,0,0,0,0,0,0,0,0,0
EGwinnett,Cartersville,0,0,0,2,3,0,2,3,0,0,5,5
EGwinnett,NECarroll,2,0,0,0,0,0,2,0,0,2,0,2
EGwinnett,WCarroll,0,0,0,0,0,0,0,0,0,0,0,0
EGwinnett,CentralCarroll,0,0,0,0,0,0,0,0,0,0,0,0
EGwinnett,SECarroll,0,0,0,0,0,0,0,0,0,0,0,0
EGwinnett,WCoweta,0,0,0,0,0,0,0,0,0,0,0,0
EGwinnett,NCoweta,1,0,0,1,0,0,2,0,0,1,1,2
EGwinnett,SCoweta,0,0,0,0,0,0,0,0,0,0,0,0
EGwinnett,SECoweta,0,0,0,0,0,0,0,0,0,0,0,0
EGwinnett,NForsyth,29,6,0,6,33,0,35,39,0,35,39,74
EGwinnett,Cumming,245,48,0,39,163,0,284,211,0,293,202,495
EGwinnett,SForsyth,278,62,0,68,201,0,346,263,0,340,269,609
EGwinnett,NHall,36,4,0,22,36,0,58,40,0,40,58,98
EGwinnett,Gainesville,351,91,0,43,224,0,394,315,0,442,267,709
EGwinnett,SHall,563,103,0,317,578,0,880,681,0,666,895,1561
EGwinnett,WNewton,292,46,0,102,236,0,394,282,0,338,338,676
EGwinnett,ENewton,39,4,0,15,29,0,54,33,0,43,44,87
EGwinnett,NPaulding,0,0,0,0,0,0,0,0,0,0,0,0
EGwinnett,WPaulding,0,0,0,1,0,0,1,0,0,0,1,1
EGwinnett,EPaulding,2,2,0,4,1,0,6,3,0,4,5,9
EGwinnett,NSpalding,3,0,0,1,0,0,4,0,0,3,1,4
EGwinnett,SSpalding,0,0,0,1,0,0,1,0,0,0,1,1
EGwinnett,WWalton,1130,196,0,1308,4631,0,2438,4827,0,1326,5939,7265
EGwinnett,EWalton,736,134,0,387,1138,0,1123,1272,0,870,1525,2395
Norcross,NFulton,5986,1179,21,3567,10450,23,9553,11629,44,7186,14040,21226
Norcross,Roswell,4171,843,10,3344,9416,5,7515,10259,15,5024,12765,17789
Norcross,SandySprings,4215,802,68,2952,6697,130,7167,7499,198,5085,9779,14864
Norcross,Buckhead,2359,459,162,737,2253,77,3096,2712,239,2980,3067,6047
Norcross,NWAtlanta,490,112,20,116,243,13,606,355,33,622,372,994
Norcross,NEAtlanta,1443,309,187,559,1626,299,2002,1935,486,1939,2484,4423
Norcross,SWAtlanta,356,98,39,104,254,45,460,352,84,493,403,896
Norcross,CBDAtlanta,947,262,595,239,725,225,1186,987,820,1804,1189,2993
Norcross,SEAtlanta,277,92,28,93,191,15,370,283,43,397,299,696
Norcross,SFulton,116,27,2,20,32,0,136,59,2,145,52,197
Norcross,Tri-Cities,257,64,23,34,135,5,291,199,28,344,174,518
Norcross,Shannon,118,39,3,22,107,0,140,146,3,160,129,289
Norcross,WCherokee,54,12,0,8,31,0,62,43,0,66,39,105
Norcross,NCherokee,35,4,0,10,22,0,45,26,0,39,32,71
Norcross,ECentCherokee,516,88,0,101,384,0,617,472,0,604,485,1089
Norcross,Woodstock,618,87,1,88,158,0,706,245,1,706,246,952
Norcross,Airport,147,37,76,13,31,2,160,68,78,260,46,306
Norcross,NEClayton,290,81,1,53,154,0,343,235,1,372,207,579
Norcross,Riverdale,123,50,4,15,47,1,138,97,5,177,63,240
Norcross,SClayton,138,32,0,25,56,1,163,88,1,170,82,252
Norcross,NWCobb,541,100,1,98,169,1,639,269,2,642,268,910
Norcross,NECobb,1261,256,0,346,894,2,1607,1150,2,1517,1242,2759
Norcross,SWCobb,187,36,0,36,20,0,223,56,0,223,56,279
Norcross,Marietta,388,66,3,133,217,18,521,283,21,457,368,825
Norcross,Cumberland,1382,257,12,278,886,8,1660,1143,20,1651,1172,2823
Norcross,SCobb,386,89,2,72,203,0,458,292,2,477,275,752
Norcross,Chamblee,8314,1647,127,9423,23119,308,17737,24766,435,10088,32850,42938
Norcross,NWDeKalb,2120,403,33,1225,4969,275,3345,5372,308,2556,6469,9025
Norcross,NEDeKalb,6600,1328,54,7400,20796,117,14000,22124,171,7982,28313,36295
Norcross,Atlanta-DeKalb,186,37,7,60,223,4,246,260,11,230,287,517
Norcross,Decatur,251,56,6,158,413,26,409,469,32,313,597,910
Norcross,SWDeKalb,608,112,13,245,881,12,853,993,25,733,1138,1871
Norcross,SEDeKalb,1105,202,7,376,1455,3,1481,1657,10,1314,1834,3148
Norcross,SDeKalb,586,130,4,156,488,3,742,618,7,720,647,1367
Norcross,WDouglas,80,17,0,13,13,0,93,30,0,97,26,123
Norcross,EDouglas,141,33,0,20,73,0,161,106,0,174,93,267
Norcross,WFayette,46,14,1,8,15,0,54,29,1,61,23,84
Norcross,EFayette,60,15,1,11,31,0,71,46,1,76,42,118
Norcross,NGwinnett,4494,902,10,1131,3756,3,5625,4658,13,5406,4890,10296
Norcross,CentGwinnett,16550,3244,155,13050,37088,236,29600,40332,391,19949,50374,70323
Norcross,EGwinnett,1767,362,2,297,1150,2,2064,1512,4,2131,1449,3580
Norcross,Norcross,42445,8784,313,65988,147758,621,108433,156542,934,51542,214367,265909
Norcross,Lilburn,5550,1105,26,7003,22300,60,12553,23405,86,6681,29363,36044
Norcross,Snellville,2469,461,0,865,2696,3,3334,3157,3,2930,3564,6494
Norcross,NHenry,197,35,0,23,160,0,220,195,0,232,183,415
Norcross,EHenry,156,17,0,25,74,0,181,91,0,173,99,272
Norcross,SHenry,158,27,0,13,46,0,171,73,0,185,59,244
Norcross,SRockdale,208,37,0,26,140,0,234,177,0,245,166,411
Norcross,NRockdale,274,60,0,57,182,0,331,242,0,334,239,573
Norcross,NBarrow,358,87,0,39,152,0,397,239,0,445,191,636
Norcross,SBarrow,350,49,0,47,163,0,397,212,0,399,210,609
Norcross,NWBartow,13,1,0,3,1,0,16,2,0,14,4,18
Norcross,NEBartow,13,0,0,3,3,0,16,3,0,13,6,19
Norcross,SWBartow,6,3,0,7,27,0,13,30,0,9,34,43
Norcross,Cartersville,61,10,0,17,39,0,78,49,0,71,56,127
Norcross,NECarroll,15,4,0,7,4,0,22,8,0,19,11,30
Norcross,WCarroll,2,0,0,0,0,0,2,0,0,2,0,2
Norcross,CentralCarroll,11,1,0,2,3,0,13,4,0,12,5,17
Norcross,SECarroll,2,1,0,0,0,0,2,1,0,3,0,3
Norcross,WCoweta,2,0,0,2,4,0,4,4,0,2,6,8
Norcross,NCoweta,37,6,1,16,37,0,53,43,1,44,53,97
Norcross,SCoweta,1,1,0,0,1,0,1,2,0,2,1,3
Norcross,SECoweta,7,1,0,0,2,0,7,3,0,8,2,10
Norcross,NForsyth,251,50,1,52,153,0,303,203,1,302,205,507
Norcross,Cumming,1023,181,0,199,579,0,1222,760,0,1204,778,1982
Norcross,SForsyth,1514,279,0,649,2290,4,2163,2569,4,1793,2943,4736
Norcross,NHall,89,11,0,15,94,0,104,105,0,100,109,209
Norcross,Gainesville,268,63,0,48,102,0,316,165,0,331,150,481
Norcross,SHall,708,125,0,122,221,0,830,346,0,833,343,1176
Norcross,WNewton,322,61,0,45,145,0,367,206,0,383,190,573
Norcross,ENewton,24,6,0,6,10,0,30,16,0,30,16,46
Norcross,NPaulding,53,7,0,6,29,0,59,36,0,60,35,95
Norcross,WPaulding,18,2,0,1,1,0,19,3,0,20,2,22
Norcross,EPaulding,135,23,0,14,44,0,149,67,0,158,58,216
Norcross,NSpalding,14,4,0,1,8,0,15,12,0,18,9,27
Norcross,SSpalding,9,2,0,0,1,0,9,3,0,11,1,12
Norcross,WWalton,501,86,0,69,248,1,570,334,1,587,318,905
Norcross,EWalton,283,48,0,33,135,0,316,183,0,331,168,499
Lilburn,NFulton,738,131,1,325,923,0,1063,1054,1,870,1248,2118
Lilburn,Roswell,366,84,2,166,568,2,532,652,4,452,736,1188
Lilburn,SandySprings,776,131,17,271,666,29,1047,797,46,924,966,1890
Lilburn,Buckhead,621,125,22,175,530,12,796,655,34,768,717,1485
Lilburn,NWAtlanta,161,35,5,24,91,0,185,126,5,201,115,316
Lilburn,NEAtlanta,601,129,52,239,541,46,840,670,98,782,826,1608
Lilburn,SWAtlanta,145,21,5,56,86,11,201,107,16,171,153,324
Lilburn,CBDAtlanta,490,80,172,113,338,70,603,418,242,742,521,1263
Lilburn,SEAtlanta,140,22,2,57,155,6,197,177,8,164,218,382
Lilburn,SFulton,38,6,1,8,14,0,46,20,1,45,22,67
Lilburn,Tri-Cities,119,22,4,19,62,0,138,84,4,145,81,226
Lilburn,Shannon,43,5,0,6,11,0,49,16,0,48,17,65
Lilburn,WCherokee,2,0,0,4,5,0,6,5,0,2,9,11
Lilburn,NCherokee,3,0,0,2,3,0,5,3,0,3,5,8
Lilburn,ECentCherokee,46,11,0,15,64,0,61,75,0,57,79,136
Lilburn,Woodstock,34,9,0,10,28,0,44,37,0,43,38,81
Lilburn,Airport,102,19,20,11,8,0,113,27,20,141,19,160
Lilburn,NEClayton,164,31,0,39,70,1,203,101,1,195,110,305
Lilburn,Riverdale,36,7,0,10,20,0,46,27,0,43,30,73
Lilburn,SClayton,55,9,0,14,32,0,69,41,0,64,46,110
Lilburn,NWCobb,67,15,1,36,31,1,103,46,2,83,68,151
Lilburn,NECobb,150,29,0,46,111,0,196,140,0,179,157,336
Lilburn,SWCobb,29,2,0,4,29,0,33,31,0,31,33,64
Lilburn,Marietta,102,14,0,30,44,1,132,58,1,116,75,191
Lilburn,Cumberland,380,78,1,58,132,1,438,210,2,459,191,650
Lilburn,SCobb,64,11,0,24,32,0,88,43,0,75,56,131
Lilburn,Chamblee,1378,255,22,793,2144,16,2171,2399,38,1655,2953,4608
Lilburn,NWDeKalb,1162,221,16,831,3236,76,1993,3457,92,1399,4143,5542
Lilburn,NEDeKalb,4686,883,59,6064,17249,62,10750,18132,121,5628,23375,29003
Lilburn,Atlanta-DeKalb,87,16,1,54,157,5,141,173,6,104,216,320
Lilburn,Decatur,183,41,4,166,388,18,349,429,22,228,572,800
Lilburn,SWDeKalb,386,76,7,279,1092,12,665,1168,19,469,1383,1852
Lilburn,SEDeKalb,1184,253,1,1745,5395,5,2929,5648,6,1438,7145,8583
Lilburn,SDeKalb,408,78,0,300,980,2,708,1058,2,486,1282,1768
Lilburn,WDouglas,11,2,0,4,14,0,15,16,0,13,18,31
Lilburn,EDouglas,28,5,0,7,31,1,35,36,1,33,39,72
Lilburn,WFayette,7,3,0,11,17,0,18,20,0,10,28,38
Lilburn,EFayette,24,5,0,11,12,0,35,17,0,29,23,52
Lilburn,NGwinnett,933,160,0,409,1170,1,1342,1330,1,1093,1580,2673
Lilburn,CentGwinnett,5420,1075,15,6189,19672,39,11609,20747,54,6510,25900,32410
Lilburn,EGwinnett,779,138,0,475,1856,1,1254,1994,1,917,2332,3249
Lilburn,Norcross,5422,1035,26,6941,22122,68,12363,23157,94,6483,29131,35614
Lilburn,Lilburn,9378,1821,12,23139,59877,46,32517,61698,58,11211,83062,94273
Lilburn,Snellville,2979,613,2,4454,14992,6,7433,15605,8,3594,19452,23046
Lilburn,NHenry,104,16,0,25,92,0,129,108,0,120,117,237
Lilburn,EHenry,84,18,0,29,101,0,113,119,0,102,130,232
Lilburn,SHenry,66,11,0,21,32,0,87,43,0,77,53,130
Lilburn,SRockdale,147,34,0,75,230,0,222,264,0,181,305,486
Lilburn,NRockdale,436,97,0,192,625,0,628,722,0,533,817,1350
Lilburn,NBarrow,100,18,0,26,54,0,126,72,0,118,80,198
Lilburn,SBarrow,97,14,0,37,86,0,134,100,0,111,123,234
Lilburn,NWBartow,1,0,0,0,1,0,1,1,0,1,1,2
Lilburn,NEBartow,0,0,0,0,0,0,0,0,0,0,0,0
Lilburn,SWBartow,2,0,0,0,2,0,2,2,0,2,2,4
Lilburn,Cartersville,2,0,0,2,24,0,4,24,0,2,26,28
Lilburn,NECarroll,2,1,0,0,0,0,2,1,0,3,0,3
Lilburn,WCarroll,0,0,0,0,0,0,0,0,0,0,0,0
Lilburn,CentralCarroll,1,0,0,0,1,0,1,1,0,1,1,2
Lilburn,SECarroll,0,0,0,0,0,0,0,0,0,0,0,0
Lilburn,WCoweta,0,1,0,0,0,0,0,1,0,1,0,1
Lilburn,NCoweta,5,3,0,7,4,0,12,7,0,8,11,19
Lilburn,SCoweta,1,1,0,0,0,0,1,1,0,2,0,2
Lilburn,SECoweta,1,0,0,2,0,0,3,0,0,1,2,3
Lilburn,NForsyth,21,3,1,11,82,0,32,85,1,25,93,118
Lilburn,Cumming,95,19,0,27,106,0,122,125,0,114,133,247
Lilburn,SForsyth,224,27,0,69,242,0,293,269,0,251,311,562
Lilburn,NHall,15,1,0,5,11,0,20,12,0,16,16,32
Lilburn,Gainesville,77,12,0,16,19,0,93,31,0,89,35,124
Lilburn,SHall,140,27,0,50,121,0,190,148,0,167,171,338
Lilburn,WNewton,235,60,0,58,157,0,293,217,0,295,215,510
Lilburn,ENewton,26,6,0,12,17,0,38,23,0,32,29,61
Lilburn,NPaulding,3,3,0,1,34,0,4,37,0,6,35,41
Lilburn,WPaulding,1,0,0,0,0,0,1,0,0,1,0,1
Lilburn,EPaulding,15,0,0,8,20,0,23,20,0,15,28,43
Lilburn,NSpalding,1,0,0,2,1,0,3,1,0,1,3,4
Lilburn,SSpalding,4,0,0,0,4,0,4,4,0,4,4,8
Lilburn,WWalton,341,67,0,197,644,0,538,711,0,408,841,1249
Lilburn,EWalton,152,33,0,34,139,0,186,172,0,185,173,358
Snellville,NFulton,728,142,1,163,504,1,891,646,2,871,668,1539
Snellville,Roswell,219,34,0,61,156,0,280,190,0,253,217,470
Snellville,SandySprings,581,113,9,139,282,10,720,395,19,703,431,1134
Snellville,Buckhead,529,105,11,134,496,9,663,601,20,645,639,1284
Snellville,NWAtlanta,176,41,2,33,93,1,209,134,3,219,127,346
Snellville,NEAtlanta,554,95,32,240,523,46,794,618,78,681,809,1490
Snellville,SWAtlanta,151,26,8,68,78,25,219,104,33,185,171,356
Snellville,CBDAtlanta,601,104,139,156,384,70,757,488,209,844,610,1454
Snellville,SEAtlanta,186,43,1,75,211,12,261,254,13,230,298,528
Snellville,SFulton,42,8,1,2,28,0,44,36,1,51,30,81
Snellville,Tri-Cities,177,38,3,20,47,0,197,85,3,218,67,285
Snellville,Shannon,48,10,0,11,17,2,59,27,2,58,30,88
Snellville,WCherokee,2,1,0,0,16,0,2,17,0,3,16,19
Snellville,NCherokee,4,0,0,1,14,0,5,14,0,4,15,19
Snellville,ECentCherokee,31,12,0,13,27,0,44,39,0,43,40,83
Snellville,Woodstock,13,4,0,8,26,0,21,30,0,17,34,51
Snellville,Airport,130,20,13,4,13,0,134,33,13,163,17,180
Snellville,NEClayton,242,44,0,38,75,3,280,119,3,286,116,402
Snellville,Riverdale,41,8,0,8,26,0,49,34,0,49,34,83
Snellville,SClayton,66,10,0,19,45,0,85,55,0,76,64,140
Snellville,NWCobb,55,6,0,29,36,0,84,42,0,61,65,126
Snellville,NECobb,108,18,0,32,75,1,140,93,1,126,108,234
Snellville,SWCobb,14,4,0,3,5,0,17,9,0,18,8,26
Snellville,Marietta,81,15,0,30,27,3,111,42,3,96,60,156
Snellville,Cumberland,295,53,0,44,118,1,339,171,1,348,163,511
Snellville,SCobb,59,12,0,17,34,0,76,46,0,71,51,122
Snellville,Chamblee,937,171,9,241,647,11,1178,818,20,1117,899,2016
Snellville,NWDeKalb,1126,197,8,531,2358,43,1657,2555,51,1331,2932,4263
Snellville,NEDeKalb,2591,482,9,1837,6297,68,4428,6779,77,3082,8202,11284
Snellville,Atlanta-DeKalb,84,15,1,61,155,3,145,170,4,100,219,319
Snellville,Decatur,163,39,3,138,273,23,301,312,26,205,434,639
Snellville,SWDeKalb,406,59,7,168,761,9,574,820,16,472,938,1410
Snellville,SEDeKalb,1391,299,7,1626,6297,14,3017,6596,21,1697,7937,9634
Snellville,SDeKalb,626,122,0,405,1167,5,1031,1289,5,748,1577,2325
Snellville,WDouglas,6,1,0,11,8,0,17,9,0,7,19,26
Snellville,EDouglas,24,2,0,7,29,0,31,31,0,26,36,62
Snellville,WFayette,8,3,0,5,7,0,13,10,0,11,12,23
Snellville,EFayette,24,3,0,9,91,0,33,94,0,27,100,127
Snellville,NGwinnett,1852,386,0,961,2912,1,2813,3298,1,2238,3874,6112
Snellville,CentGwinnett,7414,1529,14,8408,27717,16,15822,29246,30,8957,36141,45098
Snellville,EGwinnett,3165,651,0,5280,18090,0,8445,18741,0,3816,23370,27186
Snellville,Norcross,2496,423,0,843,2678,3,3339,3101,3,2919,3524,6443
Snellville,Lilburn,2820,555,2,4489,15034,6,7309,15589,8,3377,19529,22906
Snellville,Snellville,16646,3457,0,43241,124127,2,59887,127584,2,20103,167370,187473
Snellville,NHenry,151,27,0,44,168,0,195,195,0,178,212,390
Snellville,EHenry,112,19,0,34,245,0,146,264,0,131,279,410
Snellville,SHenry,126,18,0,36,60,0,162,78,0,144,96,240
Snellville,SRockdale,341,86,0,153,677,0,494,763,0,427,830,1257
Snellville,NRockdale,1385,300,0,887,3164,0,2272,3464,0,1685,4051,5736
Snellville,NBarrow,276,51,0,69,341,0,345,392,0,327,410,737
Snellville,SBarrow,271,58,0,104,359,0,375,417,0,329,463,792
Snellville,NWBartow,0,0,0,0,0,0,0,0,0,0,0,0
Snellville,NEBartow,0,0,0,1,0,0,1,0,0,0,1,1
Snellville,SWBartow,0,0,0,0,0,0,0,0,0,0,0,0
Snellville,Cartersville,2,0,0,2,0,0,4,0,0,2,2,4
Snellville,NECarroll,2,0,0,0,1,0,2,1,0,2,1,3
Snellville,WCarroll,0,0,0,0,0,0,0,0,0,0,0,0
Snellville,CentralCarroll,1,0,0,3,1,0,4,1,0,1,4,5
Snellville,SECarroll,0,0,0,0,0,0,0,0,0,0,0,0
Snellville,WCoweta,0,0,0,0,4,0,0,4,0,0,4,4
Snellville,NCoweta,4,4,0,4,48,0,8,52,0,8,52,60
Snellville,SCoweta,0,0,0,1,0,0,1,0,0,0,1,1
Snellville,SECoweta,1,0,0,2,0,0,3,0,0,1,2,3
Snellville,NForsyth,20,4,0,14,56,0,34,60,0,24,70,94
Snellville,Cumming,137,24,0,27,124,0,164,148,0,161,151,312
Snellville,SForsyth,226,40,0,49,135,0,275,175,0,266,184,450
Snellville,NHall,32,2,0,11,15,0,43,17,0,34,26,60
Snellville,Gainesville,155,32,0,28,31,0,183,63,0,187,59,246
Snellville,SHall,190,42,0,94,140,0,284,182,0,232,234,466
Snellville,WNewton,779,134,0,291,798,0,1070,932,0,913,1089,2002
Snellville,ENewton,56,15,0,38,87,0,94,102,0,71,125,196
Snellville,NPaulding,1,0,0,3,0,0,4,0,0,1,3,4
Snellville,WPaulding,0,0,0,0,0,0,0,0,0,0,0,0
Snellville,EPaulding,8,3,0,3,7,0,11,10,0,11,10,21
Snellville,NSpalding,14,1,0,5,10,0,19,11,0,15,15,30
Snellville,SSpalding,3,2,0,3,5,0,6,7,0,5,8,13
Snellville,WWalton,1864,382,0,2690,8499,0,4554,8881,0,2246,11189,13435
Snellville,EWalton,620,122,0,260,892,0,880,1014,0,742,1152,1894
NHenry,NFulton,71,17,0,11,47,0,82,64,0,88,58,146
NHenry,Roswell,38,10,0,10,27,0,48,37,0,48,37,85
NHenry,SandySprings,222,56,15,37,44,4,259,100,19,293,85,378
NHenry,Buckhead,364,85,23,67,259,3,431,344,26,472,329,801
NHenry,NWAtlanta,209,52,5,37,96,1,246,148,6,266,134,400
NHenry,NEAtlanta,603,109,29,173,520,36,776,629,65,741,729,1470
NHenry,SWAtlanta,302,68,4,120,221,24,422,289,28,374,365,739
NHenry,CBDAtlanta,788,158,131,225,554,65,1013,712,196,1077,844,1921
NHenry,SEAtlanta,580,116,5,287,786,12,867,902,17,701,1085,1786
NHenry,SFulton,96,21,0,24,23,0,120,44,0,117,47,164
NHenry,Tri-Cities,802,145,5,173,431,2,975,576,7,952,606,1558
NHenry,Shannon,263,65,3,117,284,0,380,349,3,331,401,732
NHenry,WCherokee,1,0,0,1,0,0,2,0,0,1,1,2
NHenry,NCherokee,0,0,0,0,0,0,0,0,0,0,0,0
NHenry,ECentCherokee,3,1,0,1,2,0,4,3,0,4,3,7
NHenry,Woodstock,10,1,0,6,4,0,16,5,0,11,10,21
NHenry,Airport,715,120,39,152,334,1,867,454,40,874,487,1361
NHenry,NEClayton,3593,721,10,3955,12036,20,7548,12757,30,4324,16011,20335
NHenry,Riverdale,572,129,0,508,1652,1,1080,1781,1,701,2161,2862
NHenry,SClayton,2491,545,5,4213,12037,9,6704,12582,14,3041,16259,19300
NHenry,NWCobb,33,13,0,11,25,0,44,38,0,46,36,82
NHenry,NECobb,59,12,0,12,32,0,71,44,0,71,44,115
NHenry,SWCobb,15,1,0,7,8,0,22,9,0,16,15,31
NHenry,Marietta,85,18,1,23,19,1,108,37,2,104,43,147
NHenry,Cumberland,236,68,1,30,79,1,266,147,2,305,110,415
NHenry,SCobb,86,13,1,24,77,0,110,90,1,100,101,201
NHenry,Chamblee,309,64,4,68,126,5,377,190,9,377,199,576
NHenry,NWDeKalb,542,104,8,209,622,8,751,726,16,654,839,1493
NHenry,NEDeKalb,466,88,1,191,432,12,657,520,13,555,635,1190
NHenry,Atlanta-DeKalb,115,23,2,87,186,1,202,209,3,140,274,414
NHenry,Decatur,141,21,5,85,176,16,226,197,21,167,277,444
NHenry,SWDeKalb,479,88,3,337,1171,13,816,1259,16,570,1521,2091
NHenry,SEDeKalb,566,98,4,377,1265,2,943,1363,6,668,1644,2312
NHenry,SDeKalb,1580,308,7,2082,7425,21,3662,7733,28,1895,9528,11423
NHenry,WDouglas,29,4,0,14,26,0,43,30,0,33,40,73
NHenry,EDouglas,60,7,0,15,19,0,75,26,0,67,34,101
NHenry,WFayette,194,38,0,55,74,0,249,112,0,232,129,361
NHenry,EFayette,412,69,0,202,606,0,614,675,0,481,808,1289
NHenry,NGwinnett,29,6,0,14,39,0,43,45,0,35,53,88
NHenry,CentGwinnett,140,25,0,39,145,0,179,170,0,165,184,349
NHenry,EGwinnett,30,4,0,12,50,0,42,54,0,34,62,96
NHenry,Norcross,221,49,0,31,118,0,252,167,0,270,149,419
NHenry,Lilburn,104,15,0,24,88,0,128,103,0,119,112,231
NHenry,Snellville,145,24,0,38,190,0,183,214,0,169,228,397
NHenry,NHenry,9356,1948,0,23553,60268,4,32909,62216,4,11304,83825,95129
NHenry,EHenry,1664,351,0,2235,7956,0,3899,8307,0,2015,10191,12206
NHenry,SHenry,3328,684,0,3640,11585,0,6968,12269,0,4012,15225,19237
NHenry,SRockdale,536,115,0,443,1483,0,979,1598,0,651,1926,2577
NHenry,NRockdale,524,96,0,185,644,0,709,740,0,620,829,1449
NHenry,NBarrow,1,0,0,3,1,0,4,1,0,1,4,5
NHenry,SBarrow,5,0,0,4,5,0,9,5,0,5,9,14
NHenry,NWBartow,0,0,0,0,0,0,0,0,0,0,0,0
NHenry,NEBartow,1,0,0,0,0,0,1,0,0,1,0,1
NHenry,SWBartow,0,0,0,0,0,0,0,0,0,0,0,0
NHenry,Cartersville,2,2,0,0,1,0,2,3,0,4,1,5
NHenry,NECarroll,3,3,0,3,1,0,6,4,0,6,4,10
NHenry,WCarroll,0,0,0,0,0,0,0,0,0,0,0,0
NHenry,CentralCarroll,10,1,0,4,9,0,14,10,0,11,13,24
NHenry,SECarroll,1,0,0,1,0,0,2,0,0,1,1,2
NHenry,WCoweta,11,2,0,5,31,0,16,33,0,13,36,49
NHenry,NCoweta,71,10,0,17,41,0,88,51,0,81,58,139
NHenry,SCoweta,9,0,0,3,11,0,12,11,0,9,14,23
NHenry,SECoweta,32,4,0,13,54,0,45,58,0,36,67,103
NHenry,NForsyth,0,0,0,0,0,0,0,0,0,0,0,0
NHenry,Cumming,5,2,0,1,4,0,6,6,0,7,5,12
NHenry,SForsyth,7,1,0,3,14,0,10,15,0,8,17,25
NHenry,NHall,0,0,0,0,0,0,0,0,0,0,0,0
NHenry,Gainesville,0,0,0,0,0,0,0,0,0,0,0,0
NHenry,SHall,2,0,0,1,2,0,3,2,0,2,3,5
NHenry,WNewton,610,113,0,184,690,0,794,803,0,723,874,1597
NHenry,ENewton,24,7,0,4,36,0,28,43,0,31,40,71
NHenry,NPaulding,1,1,0,1,1,0,2,2,0,2,2,4
NHenry,WPaulding,1,1,0,0,1,0,1,2,0,2,1,3
NHenry,EPaulding,7,2,0,10,13,0,17,15,0,9,23,32
NHenry,NSpalding,283,36,0,104,246,0,387,282,0,319,350,669
NHenry,SSpalding,148,32,0,28,80,0,176,112,0,180,108,288
NHenry,WWalton,61,8,0,15,21,0,76,29,0,69,36,105
NHenry,EWalton,40,5,0,18,31,0,58,36,0,45,49,94
EHenry,NFulton,42,3,0,12,26,1,54,29,1,45,39,84
EHenry,Roswell,11,4,0,6,30,0,17,34,0,15,36,51
EHenry,SandySprings,129,29,5,39,75,0,168,104,5,163,114,277
EHenry,Buckhead,179,30,0,30,142,1,209,172,1,209,173,382
EHenry,NWAtlanta,113,17,0,12,91,0,125,108,0,130,103,233
EHenry,NEAtlanta,240,61,3,81,207,4,321,268,7,304,292,596
EHenry,SWAtlanta,132,25,0,50,71,2,182,96,2,157,123,280
EHenry,CBDAtlanta,290,60,31,81,228,14,371,288,45,381,323,704
