PERSON_TYPE,PER,ORIG_PURPOSE,QUANTITY
CHILD AGE 5 TO 15,40,SOC AND REC,9610
CHILD AGE 5 TO 15,41,HOME,345840
CHILD AGE 5 TO 15,41,SCHOOL,980
CHILD AGE 5 TO 15,41,ESCORT,300
CHILD AGE 5 TO 15,41,PERS-BUS AND MED,1650
CHILD AGE 5 TO 15,41,SHOP,430
CHILD AGE 5 TO 15,41,MEAL,550
CHILD AGE 5 TO 15,41,SOC AND REC,7010
CHILD AGE 5 TO 15,42,HOME,350580
CHILD AGE 5 TO 15,42,SCHOOL,530
CHILD AGE 5 TO 15,42,ESCORT,160
CHILD AGE 5 TO 15,42,PERS-BUS AND MED,940
CHILD AGE 5 TO 15,42,SHOP,230
CHILD AGE 5 TO 15,42,MEAL,300
CHILD AGE 5 TO 15,42,SOC AND REC,4260
CHILD AGE 5 TO 15,43,HOME,354660
CHILD AGE 5 TO 15,43,SCHOOL,60
CHILD AGE 5 TO 15,43,ESCORT,80
CHILD AGE 5 TO 15,43,PERS-BUS AND MED,370
CHILD AGE 5 TO 15,43,SHOP,130
CHILD AGE 5 TO 15,43,MEAL,160
CHILD AGE 5 TO 15,43,SOC AND REC,2040
CHILD AGE 5 TO 15,44,HOME,356520
CHILD AGE 5 TO 15,44,SCHOOL,70
CHILD AGE 5 TO 15,44,ESCORT,70
CHILD AGE 5 TO 15,44,PERS-BUS AND MED,290
CHILD AGE 5 TO 15,44,SHOP,110
CHILD AGE 5 TO 15,44,MEAL,130
CHILD AGE 5 TO 15,44,SOC AND REC,1580
CHILD AGE 5 TO 15,45,HOME,357090
CHILD AGE 5 TO 15,45,SCHOOL,60
CHILD AGE 5 TO 15,45,ESCORT,60
CHILD AGE 5 TO 15,45,PERS-BUS AND MED,250
CHILD AGE 5 TO 15,45,SHOP,70
CHILD AGE 5 TO 15,45,MEAL,80
CHILD AGE 5 TO 15,45,SOC AND REC,1270
CHILD AGE 5 TO 15,46,HOME,357610
CHILD AGE 5 TO 15,46,SCHOOL,40
CHILD AGE 5 TO 15,46,ESCORT,30
CHILD AGE 5 TO 15,46,PERS-BUS AND MED,260
CHILD AGE 5 TO 15,46,SHOP,40
CHILD AGE 5 TO 15,46,MEAL,60
CHILD AGE 5 TO 15,46,SOC AND REC,930
CHILD AGE 5 TO 15,47,HOME,358070
CHILD AGE 5 TO 15,47,SCHOOL,20
CHILD AGE 5 TO 15,47,ESCORT,20
CHILD AGE 5 TO 15,47,PERS-BUS AND MED,180
CHILD AGE 5 TO 15,47,SHOP,30
CHILD AGE 5 TO 15,47,MEAL,30
CHILD AGE 5 TO 15,47,SOC AND REC,660
CHILD AGE 5 TO 15,48,HOME,358530
CHILD AGE 5 TO 15,48,SCHOOL,20
CHILD AGE 5 TO 15,48,ESCORT,10
CHILD AGE 5 TO 15,48,PERS-BUS AND MED,90
CHILD AGE 5 TO 15,48,SHOP,30
CHILD AGE 5 TO 15,48,MEAL,20
CHILD AGE 5 TO 15,48,SOC AND REC,340
CHILD AGE 5 TO 15,49,HOME,36760
CHILD AGE 5 TO 15,49,SCHOOL,0
CHILD AGE 5 TO 15,49,ESCORT,0
CHILD AGE 5 TO 15,49,PERS-BUS AND MED,0
CHILD AGE 5 TO 15,49,SHOP,0
CHILD AGE 5 TO 15,49,MEAL,0
CHILD AGE 5 TO 15,49,SOC AND REC,0
FULL TIME WORKER,1,HOME,708190
FULL TIME WORKER,1,WORK,0
FULL TIME WORKER,1,SCHOOL,0
FULL TIME WORKER,1,ESCORT,10
FULL TIME WORKER,1,PERS-BUS AND MED,0
FULL TIME WORKER,1,SHOP,0
FULL TIME WORKER,1,MEAL,30
FULL TIME WORKER,1,SOC AND REC,0
FULL TIME WORKER,1,CHANGE MODE,0
FULL TIME WORKER,2,HOME,696960
FULL TIME WORKER,2,WORK,4110
FULL TIME WORKER,2,SCHOOL,0
FULL TIME WORKER,2,ESCORT,1160
FULL TIME WORKER,2,PERS-BUS AND MED,880
FULL TIME WORKER,2,SHOP,620
FULL TIME WORKER,2,MEAL,260
FULL TIME WORKER,2,SOC AND REC,230
FULL TIME WORKER,2,CHANGE MODE,10
FULL TIME WORKER,3,HOME,689350
FULL TIME WORKER,3,WORK,9410
FULL TIME WORKER,3,SCHOOL,0
FULL TIME WORKER,3,ESCORT,2000
FULL TIME WORKER,3,PERS-BUS AND MED,1520
FULL TIME WORKER,3,SHOP,1070
FULL TIME WORKER,3,MEAL,520
FULL TIME WORKER,3,SOC AND REC,450
FULL TIME WORKER,3,CHANGE MODE,20
FULL TIME WORKER,4,HOME,681870
FULL TIME WORKER,4,WORK,15150
FULL TIME WORKER,4,SCHOOL,0
FULL TIME WORKER,4,ESCORT,2350
FULL TIME WORKER,4,PERS-BUS AND MED,2120
FULL TIME WORKER,4,SHOP,1450
FULL TIME WORKER,4,MEAL,830
FULL TIME WORKER,4,SOC AND REC,640
FULL TIME WORKER,4,CHANGE MODE,0
FULL TIME WORKER,5,HOME,672520
FULL TIME WORKER,5,WORK,21400
FULL TIME WORKER,5,SCHOOL,0
FULL TIME WORKER,5,ESCORT,2980
FULL TIME WORKER,5,PERS-BUS AND MED,2820
FULL TIME WORKER,5,SHOP,1840
FULL TIME WORKER,5,MEAL,1100
FULL TIME WORKER,5,SOC AND REC,880
FULL TIME WORKER,5,CHANGE MODE,0
FULL TIME WORKER,6,HOME,659380
FULL TIME WORKER,6,WORK,28090
FULL TIME WORKER,6,SCHOOL,0
FULL TIME WORKER,6,ESCORT,3710
FULL TIME WORKER,6,PERS-BUS AND MED,3370
FULL TIME WORKER,6,SHOP,2440
FULL TIME WORKER,6,MEAL,1290
FULL TIME WORKER,6,SOC AND REC,1170
FULL TIME WORKER,6,CHANGE MODE,30
FULL TIME WORKER,7,HOME,625240
FULL TIME WORKER,7,WORK,36470
FULL TIME WORKER,7,SCHOOL,0
FULL TIME WORKER,7,ESCORT,3910
FULL TIME WORKER,7,PERS-BUS AND MED,3340
FULL TIME WORKER,7,SHOP,2160
FULL TIME WORKER,7,MEAL,1340
FULL TIME WORKER,7,SOC AND REC,1230
FULL TIME WORKER,7,CHANGE MODE,60
FULL TIME WORKER,8,HOME,567610
FULL TIME WORKER,8,WORK,80860
FULL TIME WORKER,8,SCHOOL,0
FULL TIME WORKER,8,ESCORT,7330
FULL TIME WORKER,8,PERS-BUS AND MED,5170
FULL TIME WORKER,8,SHOP,3180
FULL TIME WORKER,8,MEAL,1540
FULL TIME WORKER,8,SOC AND REC,2310
FULL TIME WORKER,8,CHANGE MODE,70
FULL TIME WORKER,9,HOME,489750
FULL TIME WORKER,9,WORK,125620
FULL TIME WORKER,9,SCHOOL,10
FULL TIME WORKER,9,ESCORT,7200
FULL TIME WORKER,9,PERS-BUS AND MED,5280
FULL TIME WORKER,9,SHOP,2940
FULL TIME WORKER,9,MEAL,1220
FULL TIME WORKER,9,SOC AND REC,2460
FULL TIME WORKER,9,CHANGE MODE,190
FULL TIME WORKER,10,HOME,399350
FULL TIME WORKER,10,WORK,215170
FULL TIME WORKER,10,SCHOOL,100
FULL TIME WORKER,10,ESCORT,8930
FULL TIME WORKER,10,PERS-BUS AND MED,8110
FULL TIME WORKER,10,SHOP,4930
FULL TIME WORKER,10,MEAL,1940
FULL TIME WORKER,10,SOC AND REC,3850
FULL TIME WORKER,10,CHANGE MODE,90
FULL TIME WORKER,11,HOME,320080
FULL TIME WORKER,11,WORK,301040
FULL TIME WORKER,11,SCHOOL,130
FULL TIME WORKER,11,ESCORT,6860
FULL TIME WORKER,11,PERS-BUS AND MED,7730
FULL TIME WORKER,11,SHOP,4660
FULL TIME WORKER,11,MEAL,2190
FULL TIME WORKER,11,SOC AND REC,3610
FULL TIME WORKER,11,CHANGE MODE,80
FULL TIME WORKER,12,HOME,249580
FULL TIME WORKER,12,WORK,383160
FULL TIME WORKER,12,SCHOOL,180
FULL TIME WORKER,12,ESCORT,6050
FULL TIME WORKER,12,PERS-BUS AND MED,9360
FULL TIME WORKER,12,SHOP,5180
FULL TIME WORKER,12,MEAL,3200
FULL TIME WORKER,12,SOC AND REC,4360
FULL TIME WORKER,12,CHANGE MODE,110
FULL TIME WORKER,13,HOME,211710
FULL TIME WORKER,13,WORK,456090
FULL TIME WORKER,13,SCHOOL,210
FULL TIME WORKER,13,ESCORT,3730
FULL TIME WORKER,13,PERS-BUS AND MED,9670
FULL TIME WORKER,13,SHOP,4550
FULL TIME WORKER,13,MEAL,4020
FULL TIME WORKER,13,SOC AND REC,4470
FULL TIME WORKER,13,CHANGE MODE,50
FULL TIME WORKER,14,HOME,193080
FULL TIME WORKER,14,WORK,476550
FULL TIME WORKER,14,SCHOOL,220
FULL TIME WORKER,14,ESCORT,3460
FULL TIME WORKER,14,PERS-BUS AND MED,11140
FULL TIME WORKER,14,SHOP,4990
FULL TIME WORKER,14,MEAL,4850
FULL TIME WORKER,14,SOC AND REC,5180
FULL TIME WORKER,14,CHANGE MODE,30
FULL TIME WORKER,15,HOME,180060
FULL TIME WORKER,15,WORK,493100
FULL TIME WORKER,15,SCHOOL,230
FULL TIME WORKER,15,ESCORT,3170
FULL TIME WORKER,15,PERS-BUS AND MED,11250
FULL TIME WORKER,15,SHOP,5340
FULL TIME WORKER,15,MEAL,5580
FULL TIME WORKER,15,SOC AND REC,5690
FULL TIME WORKER,15,CHANGE MODE,20
FULL TIME WORKER,16,HOME,172040
FULL TIME WORKER,16,WORK,492480
FULL TIME WORKER,16,SCHOOL,210
FULL TIME WORKER,16,ESCORT,3690
FULL TIME WORKER,16,PERS-BUS AND MED,12880
FULL TIME WORKER,16,SHOP,6310
FULL TIME WORKER,16,MEAL,6720
FULL TIME WORKER,16,SOC AND REC,6560
FULL TIME WORKER,16,CHANGE MODE,0
FULL TIME WORKER,17,HOME,167570
FULL TIME WORKER,17,WORK,491460
FULL TIME WORKER,17,SCHOOL,210
FULL TIME WORKER,17,ESCORT,3320
FULL TIME WORKER,17,PERS-BUS AND MED,14240
FULL TIME WORKER,17,SHOP,7100
FULL TIME WORKER,17,MEAL,8180
FULL TIME WORKER,17,SOC AND REC,7840
FULL TIME WORKER,17,CHANGE MODE,10
FULL TIME WORKER,18,HOME,165830
FULL TIME WORKER,18,WORK,488890
FULL TIME WORKER,18,SCHOOL,200
FULL TIME WORKER,18,ESCORT,3540
FULL TIME WORKER,18,PERS-BUS AND MED,15270
FULL TIME WORKER,18,SHOP,8060
FULL TIME WORKER,18,MEAL,9320
FULL TIME WORKER,18,SOC AND REC,8540
FULL TIME WORKER,18,CHANGE MODE,20
FULL TIME WORKER,19,HOME,165240
FULL TIME WORKER,19,WORK,484150
FULL TIME WORKER,19,SCHOOL,210
FULL TIME WORKER,19,ESCORT,3570
FULL TIME WORKER,19,PERS-BUS AND MED,16440
FULL TIME WORKER,19,SHOP,9160
FULL TIME WORKER,19,MEAL,10810
FULL TIME WORKER,19,SOC AND REC,9340
FULL TIME WORKER,19,CHANGE MODE,10
FULL TIME WORKER,20,HOME,165810
FULL TIME WORKER,20,WORK,480120
FULL TIME WORKER,20,SCHOOL,240
FULL TIME WORKER,20,ESCORT,3170
FULL TIME WORKER,20,PERS-BUS AND MED,16020
FULL TIME WORKER,20,SHOP,8970
FULL TIME WORKER,20,MEAL,12080
FULL TIME WORKER,20,SOC AND REC,10240
FULL TIME WORKER,20,CHANGE MODE,0
FULL TIME WORKER,21,HOME,164800
FULL TIME WORKER,21,WORK,477100
FULL TIME WORKER,21,SCHOOL,260
FULL TIME WORKER,21,ESCORT,3600
FULL TIME WORKER,21,PERS-BUS AND MED,16600
FULL TIME WORKER,21,SHOP,9460
FULL TIME WORKER,21,MEAL,12680
FULL TIME WORKER,21,SOC AND REC,11120
FULL TIME WORKER,21,CHANGE MODE,40
FULL TIME WORKER,22,HOME,167030
FULL TIME WORKER,22,WORK,475360
FULL TIME WORKER,22,SCHOOL,250
FULL TIME WORKER,22,ESCORT,3790
FULL TIME WORKER,22,PERS-BUS AND MED,16510
FULL TIME WORKER,22,SHOP,9380
FULL TIME WORKER,22,MEAL,11130
FULL TIME WORKER,22,SOC AND REC,11300
FULL TIME WORKER,22,CHANGE MODE,20
FULL TIME WORKER,23,HOME,170360
FULL TIME WORKER,23,WORK,470910
FULL TIME WORKER,23,SCHOOL,240
FULL TIME WORKER,23,ESCORT,4060
FULL TIME WORKER,23,PERS-BUS AND MED,16010
FULL TIME WORKER,23,SHOP,9920
FULL TIME WORKER,23,MEAL,9980
FULL TIME WORKER,23,SOC AND REC,11710
FULL TIME WORKER,23,CHANGE MODE,30
FULL TIME WORKER,24,HOME,176770
FULL TIME WORKER,24,WORK,462790
FULL TIME WORKER,24,SCHOOL,200
FULL TIME WORKER,24,ESCORT,3890
FULL TIME WORKER,24,PERS-BUS AND MED,16490
FULL TIME WORKER,24,SHOP,10200
FULL TIME WORKER,24,MEAL,9340
FULL TIME WORKER,24,SOC AND REC,12240
FULL TIME WORKER,24,CHANGE MODE,20
FULL TIME WORKER,25,HOME,184210
FULL TIME WORKER,25,WORK,450100
FULL TIME WORKER,25,SCHOOL,170
FULL TIME WORKER,25,ESCORT,4810
FULL TIME WORKER,25,PERS-BUS AND MED,16780
FULL TIME WORKER,25,SHOP,11160
FULL TIME WORKER,25,MEAL,9800
FULL TIME WORKER,25,SOC AND REC,13180
FULL TIME WORKER,25,CHANGE MODE,60
FULL TIME WORKER,26,HOME,198880
FULL TIME WORKER,26,WORK,421790
FULL TIME WORKER,26,SCHOOL,110
FULL TIME WORKER,26,ESCORT,5070
FULL TIME WORKER,26,PERS-BUS AND MED,16290
FULL TIME WORKER,26,SHOP,11580
FULL TIME WORKER,26,MEAL,8750
FULL TIME WORKER,26,SOC AND REC,13620
FULL TIME WORKER,26,CHANGE MODE,30
FULL TIME WORKER,27,HOME,224260
FULL TIME WORKER,27,WORK,387620
FULL TIME WORKER,27,SCHOOL,120
FULL TIME WORKER,27,ESCORT,5650
FULL TIME WORKER,27,PERS-BUS AND MED,16370
FULL TIME WORKER,27,SHOP,12490
FULL TIME WORKER,27,MEAL,8430
FULL TIME WORKER,27,SOC AND REC,14050
FULL TIME WORKER,27,CHANGE MODE,30
FULL TIME WORKER,28,HOME,258600
FULL TIME WORKER,28,WORK,336470
FULL TIME WORKER,28,SCHOOL,140
FULL TIME WORKER,28,ESCORT,7100
FULL TIME WORKER,28,PERS-BUS AND MED,18020
FULL TIME WORKER,28,SHOP,14620
FULL TIME WORKER,28,MEAL,8900
FULL TIME WORKER,28,SOC AND REC,15550
FULL TIME WORKER,28,CHANGE MODE,50
FULL TIME WORKER,29,HOME,303850
FULL TIME WORKER,29,WORK,273360
FULL TIME WORKER,29,SCHOOL,160
FULL TIME WORKER,29,ESCORT,8260
FULL TIME WORKER,29,PERS-BUS AND MED,20200
FULL TIME WORKER,29,SHOP,17160
FULL TIME WORKER,29,MEAL,9300
FULL TIME WORKER,29,SOC AND REC,17950
FULL TIME WORKER,29,CHANGE MODE,70
FULL TIME WORKER,30,HOME,359050
FULL TIME WORKER,30,WORK,205930
FULL TIME WORKER,30,SCHOOL,210
FULL TIME WORKER,30,ESCORT,8730
FULL TIME WORKER,30,PERS-BUS AND MED,21070
FULL TIME WORKER,30,SHOP,18200
FULL TIME WORKER,30,MEAL,10770
FULL TIME WORKER,30,SOC AND REC,19810
FULL TIME WORKER,30,CHANGE MODE,90
FULL TIME WORKER,31,HOME,422860
FULL TIME WORKER,31,WORK,132580
FULL TIME WORKER,31,SCHOOL,240
FULL TIME WORKER,31,ESCORT,8320
FULL TIME WORKER,31,PERS-BUS AND MED,21120
FULL TIME WORKER,31,SHOP,18970
FULL TIME WORKER,31,MEAL,11900
FULL TIME WORKER,31,SOC AND REC,22060
FULL TIME WORKER,31,CHANGE MODE,50
FULL TIME WORKER,32,HOME,477390
FULL TIME WORKER,32,WORK,100200
FULL TIME WORKER,32,SCHOOL,290
FULL TIME WORKER,32,ESCORT,8360
FULL TIME WORKER,32,PERS-BUS AND MED,22220
FULL TIME WORKER,32,SHOP,19440
FULL TIME WORKER,32,MEAL,12980
FULL TIME WORKER,32,SOC AND REC,25060
FULL TIME WORKER,32,CHANGE MODE,40
FULL TIME WORKER,33,HOME,518050
FULL TIME WORKER,33,WORK,72110
FULL TIME WORKER,33,SCHOOL,300
FULL TIME WORKER,33,ESCORT,7830
FULL TIME WORKER,33,PERS-BUS AND MED,21810
FULL TIME WORKER,33,SHOP,18440
FULL TIME WORKER,33,MEAL,13590
FULL TIME WORKER,33,SOC AND REC,26550
FULL TIME WORKER,33,CHANGE MODE,60
FULL TIME WORKER,34,HOME,549260
FULL TIME WORKER,34,WORK,64760
FULL TIME WORKER,34,SCHOOL,290
FULL TIME WORKER,34,ESCORT,6320
FULL TIME WORKER,34,PERS-BUS AND MED,19460
FULL TIME WORKER,34,SHOP,15440
FULL TIME WORKER,34,MEAL,12400
FULL TIME WORKER,34,SOC AND REC,25860
FULL TIME WORKER,34,CHANGE MODE,10
FULL TIME WORKER,35,HOME,569620
FULL TIME WORKER,35,WORK,57510
FULL TIME WORKER,35,SCHOOL,290
FULL TIME WORKER,35,ESCORT,5230
FULL TIME WORKER,35,PERS-BUS AND MED,17430
FULL TIME WORKER,35,SHOP,12930
FULL TIME WORKER,35,MEAL,10800
FULL TIME WORKER,35,SOC AND REC,24640
FULL TIME WORKER,35,CHANGE MODE,10
FULL TIME WORKER,36,HOME,587990
FULL TIME WORKER,36,WORK,50300
FULL TIME WORKER,36,SCHOOL,280
FULL TIME WORKER,36,ESCORT,4490
FULL TIME WORKER,36,PERS-BUS AND MED,15430
FULL TIME WORKER,36,SHOP,9940
FULL TIME WORKER,36,MEAL,9260
FULL TIME WORKER,36,SOC AND REC,22630
FULL TIME WORKER,36,CHANGE MODE,0
FULL TIME WORKER,37,HOME,606380
FULL TIME WORKER,37,WORK,42430
FULL TIME WORKER,37,SCHOOL,250
FULL TIME WORKER,37,ESCORT,3950
FULL TIME WORKER,37,PERS-BUS AND MED,13350
FULL TIME WORKER,37,SHOP,6560
FULL TIME WORKER,37,MEAL,7670
FULL TIME WORKER,37,SOC AND REC,20810
FULL TIME WORKER,37,CHANGE MODE,20
FULL TIME WORKER,38,HOME,623100
FULL TIME WORKER,38,WORK,36940
FULL TIME WORKER,38,SCHOOL,230
FULL TIME WORKER,38,ESCORT,3380
FULL TIME WORKER,38,PERS-BUS AND MED,11610
FULL TIME WORKER,38,SHOP,5240
FULL TIME WORKER,38,MEAL,6890
FULL TIME WORKER,38,SOC AND REC,19150
FULL TIME WORKER,38,CHANGE MODE,10
FULL TIME WORKER,39,HOME,638150
FULL TIME WORKER,39,WORK,32030
FULL TIME WORKER,39,SCHOOL,180
FULL TIME WORKER,39,ESCORT,2530
FULL TIME WORKER,39,PERS-BUS AND MED,10040
FULL TIME WORKER,39,SHOP,4110
FULL TIME WORKER,39,MEAL,6110
FULL TIME WORKER,39,SOC AND REC,16990
FULL TIME WORKER,39,CHANGE MODE,0
FULL TIME WORKER,40,HOME,656150
FULL TIME WORKER,40,WORK,26740
FULL TIME WORKER,40,SCHOOL,130
FULL TIME WORKER,40,ESCORT,1680
FULL TIME WORKER,40,PERS-BUS AND MED,7290
FULL TIME WORKER,40,SHOP,2910
FULL TIME WORKER,40,MEAL,4130
FULL TIME WORKER,40,SOC AND REC,13190
FULL TIME WORKER,40,CHANGE MODE,0
FULL TIME WORKER,41,HOME,671480
FULL TIME WORKER,41,WORK,21420
FULL TIME WORKER,41,SCHOOL,90
FULL TIME WORKER,41,ESCORT,1300
FULL TIME WORKER,41,PERS-BUS AND MED,5150
FULL TIME WORKER,41,SHOP,2020
FULL TIME WORKER,41,MEAL,2690
FULL TIME WORKER,41,SOC AND REC,9210
FULL TIME WORKER,41,CHANGE MODE,0
FULL TIME WORKER,42,HOME,685330
FULL TIME WORKER,42,WORK,15660
FULL TIME WORKER,42,SCHOOL,40
FULL TIME WORKER,42,ESCORT,870
FULL TIME WORKER,42,PERS-BUS AND MED,2920
FULL TIME WORKER,42,SHOP,1260
FULL TIME WORKER,42,MEAL,1560
FULL TIME WORKER,42,SOC AND REC,5790
FULL TIME WORKER,42,CHANGE MODE,0
FULL TIME WORKER,43,HOME,699080
FULL TIME WORKER,43,WORK,9950
FULL TIME WORKER,43,SCHOOL,0
FULL TIME WORKER,43,ESCORT,510
FULL TIME WORKER,43,PERS-BUS AND MED,1250
FULL TIME WORKER,43,SHOP,550
FULL TIME WORKER,43,MEAL,580
FULL TIME WORKER,43,SOC AND REC,2800
FULL TIME WORKER,43,CHANGE MODE,0
FULL TIME WORKER,44,HOME,706620
FULL TIME WORKER,44,WORK,8560
FULL TIME WORKER,44,SCHOOL,0
FULL TIME WORKER,44,ESCORT,420
FULL TIME WORKER,44,PERS-BUS AND MED,920
FULL TIME WORKER,44,SHOP,500
FULL TIME WORKER,44,MEAL,430
FULL TIME WORKER,44,SOC AND REC,2200
FULL TIME WORKER,44,CHANGE MODE,10
FULL TIME WORKER,45,HOME,710030
FULL TIME WORKER,45,WORK,6820
FULL TIME WORKER,45,SCHOOL,0
FULL TIME WORKER,45,ESCORT,270
FULL TIME WORKER,45,PERS-BUS AND MED,600
FULL TIME WORKER,45,SHOP,350
FULL TIME WORKER,45,MEAL,380
FULL TIME WORKER,45,SOC AND REC,1620
FULL TIME WORKER,45,CHANGE MODE,20
FULL TIME WORKER,46,HOME,713050
FULL TIME WORKER,46,WORK,5210
FULL TIME WORKER,46,SCHOOL,0
FULL TIME WORKER,46,ESCORT,170
FULL TIME WORKER,46,PERS-BUS AND MED,450
FULL TIME WORKER,46,SHOP,230
FULL TIME WORKER,46,MEAL,330
FULL TIME WORKER,46,SOC AND REC,1180
FULL TIME WORKER,46,CHANGE MODE,10
FULL TIME WORKER,47,HOME,715450
FULL TIME WORKER,47,WORK,3850
FULL TIME WORKER,47,SCHOOL,0
FULL TIME WORKER,47,ESCORT,100
FULL TIME WORKER,47,PERS-BUS AND MED,340
FULL TIME WORKER,47,SHOP,170
FULL TIME WORKER,47,MEAL,170
FULL TIME WORKER,47,SOC AND REC,740
FULL TIME WORKER,47,CHANGE MODE,10
FULL TIME WORKER,48,HOME,717900
FULL TIME WORKER,48,WORK,2500
FULL TIME WORKER,48,SCHOOL,0
FULL TIME WORKER,48,ESCORT,90
FULL TIME WORKER,48,PERS-BUS AND MED,150
FULL TIME WORKER,48,SHOP,100
FULL TIME WORKER,48,MEAL,80
FULL TIME WORKER,48,SOC AND REC,360
FULL TIME WORKER,48,CHANGE MODE,10
FULL TIME WORKER,49,HOME,60400
FULL TIME WORKER,49,WORK,0
FULL TIME WORKER,49,SCHOOL,0
FULL TIME WORKER,49,ESCORT,0
FULL TIME WORKER,49,PERS-BUS AND MED,0
FULL TIME WORKER,49,SHOP,0
FULL TIME WORKER,49,MEAL,0
FULL TIME WORKER,49,SOC AND REC,0
FULL TIME WORKER,49,CHANGE MODE,0
NON WORKER AGE 65 PLUS,1,HOME,224260
NON WORKER AGE 65 PLUS,1,ESCORT,0
NON WORKER AGE 65 PLUS,1,PERS-BUS AND MED,10
NON WORKER AGE 65 PLUS,1,SHOP,0
NON WORKER AGE 65 PLUS,1,MEAL,0
NON WORKER AGE 65 PLUS,1,SOC AND REC,0
NON WORKER AGE 65 PLUS,2,HOME,223720
NON WORKER AGE 65 PLUS,2,ESCORT,50
NON WORKER AGE 65 PLUS,2,PERS-BUS AND MED,150
NON WORKER AGE 65 PLUS,2,SHOP,40
NON WORKER AGE 65 PLUS,2,MEAL,80
NON WORKER AGE 65 PLUS,2,SOC AND REC,30
NON WORKER AGE 65 PLUS,3,HOME,223650
NON WORKER AGE 65 PLUS,3,ESCORT,50
NON WORKER AGE 65 PLUS,3,PERS-BUS AND MED,340
NON WORKER AGE 65 PLUS,3,SHOP,80
NON WORKER AGE 65 PLUS,3,MEAL,100
NON WORKER AGE 65 PLUS,3,SOC AND REC,50
NON WORKER AGE 65 PLUS,4,HOME,223540
NON WORKER AGE 65 PLUS,4,ESCORT,50
NON WORKER AGE 65 PLUS,4,PERS-BUS AND MED,310
NON WORKER AGE 65 PLUS,4,SHOP,110
NON WORKER AGE 65 PLUS,4,MEAL,100
NON WORKER AGE 65 PLUS,4,SOC AND REC,120
NON WORKER AGE 65 PLUS,5,HOME,223450
NON WORKER AGE 65 PLUS,5,ESCORT,80
NON WORKER AGE 65 PLUS,5,PERS-BUS AND MED,300
NON WORKER AGE 65 PLUS,5,SHOP,140
NON WORKER AGE 65 PLUS,5,MEAL,110
NON WORKER AGE 65 PLUS,5,SOC AND REC,120
NON WORKER AGE 65 PLUS,6,HOME,223240
NON WORKER AGE 65 PLUS,6,ESCORT,110
NON WORKER AGE 65 PLUS,6,PERS-BUS AND MED,410
NON WORKER AGE 65 PLUS,6,SHOP,190
NON WORKER AGE 65 PLUS,6,MEAL,160
NON WORKER AGE 65 PLUS,6,SOC AND REC,260
NON WORKER AGE 65 PLUS,7,HOME,222190
NON WORKER AGE 65 PLUS,7,ESCORT,110
NON WORKER AGE 65 PLUS,7,PERS-BUS AND MED,470
NON WORKER AGE 65 PLUS,7,SHOP,210
NON WORKER AGE 65 PLUS,7,MEAL,140
NON WORKER AGE 65 PLUS,7,SOC AND REC,300
NON WORKER AGE 65 PLUS,8,HOME,220260
NON WORKER AGE 65 PLUS,8,ESCORT,250
NON WORKER AGE 65 PLUS,8,PERS-BUS AND MED,1410
NON WORKER AGE 65 PLUS,8,SHOP,410
NON WORKER AGE 65 PLUS,8,MEAL,390
NON WORKER AGE 65 PLUS,8,SOC AND REC,720
NON WORKER AGE 65 PLUS,9,HOME,216570
NON WORKER AGE 65 PLUS,9,ESCORT,430
NON WORKER AGE 65 PLUS,9,PERS-BUS AND MED,2180
NON WORKER AGE 65 PLUS,9,SHOP,730
NON WORKER AGE 65 PLUS,9,MEAL,510
NON WORKER AGE 65 PLUS,9,SOC AND REC,950
NON WORKER AGE 65 PLUS,10,HOME,211280
NON WORKER AGE 65 PLUS,10,ESCORT,980
NON WORKER AGE 65 PLUS,10,PERS-BUS AND MED,4880
NON WORKER AGE 65 PLUS,10,SHOP,2110
NON WORKER AGE 65 PLUS,10,MEAL,850
NON WORKER AGE 65 PLUS,10,SOC AND REC,1920
NON WORKER AGE 65 PLUS,11,HOME,205430
NON WORKER AGE 65 PLUS,11,ESCORT,940
NON WORKER AGE 65 PLUS,11,PERS-BUS AND MED,6680
NON WORKER AGE 65 PLUS,11,SHOP,2880
NON WORKER AGE 65 PLUS,11,MEAL,1010
NON WORKER AGE 65 PLUS,11,SOC AND REC,2870
NON WORKER AGE 65 PLUS,12,HOME,198050
NON WORKER AGE 65 PLUS,12,ESCORT,1420
NON WORKER AGE 65 PLUS,12,PERS-BUS AND MED,10750
NON WORKER AGE 65 PLUS,12,SHOP,4460
NON WORKER AGE 65 PLUS,12,MEAL,1610
NON WORKER AGE 65 PLUS,12,SOC AND REC,4790
NON WORKER AGE 65 PLUS,13,HOME,192970
NON WORKER AGE 65 PLUS,13,ESCORT,1320
NON WORKER AGE 65 PLUS,13,PERS-BUS AND MED,13390
NON WORKER AGE 65 PLUS,13,SHOP,6100
NON WORKER AGE 65 PLUS,13,MEAL,2220
NON WORKER AGE 65 PLUS,13,SOC AND REC,6510
NON WORKER AGE 65 PLUS,14,HOME,189270
NON WORKER AGE 65 PLUS,14,ESCORT,1180
NON WORKER AGE 65 PLUS,14,PERS-BUS AND MED,16060
NON WORKER AGE 65 PLUS,14,SHOP,6690
NON WORKER AGE 65 PLUS,14,MEAL,2610
NON WORKER AGE 65 PLUS,14,SOC AND REC,7900
NON WORKER AGE 65 PLUS,15,HOME,184170
NON WORKER AGE 65 PLUS,15,ESCORT,1620
NON WORKER AGE 65 PLUS,15,PERS-BUS AND MED,17820
